доля ошибок для обучения в % : 0.22666666666666668
доля ошибок для test в %: 0.5333333333333333

по итогам анализа использую модель : RandomForestRegressor( n_estimators=50, random_state=1) # случайный лес
гипер-параметры настроены без особого упорства, главное был выбор схемы обработки результатов регрессора в классификатор, обработка входов - полиномизация (2 порядок), как результат анализа нескольких моделей предобработки 
             A            B                     C                 target_rez                my_rez
 A:698.03476776442  B:532.0961152109522  C:842.2397748008934  y_true:эллипс  y_pred:эллипс
 A:-13.484157570980537  B:-53.22548884201028  C:-511.8261927555925  y_true:эллипс  y_pred:эллипс
 A:-91.52805971180622  B:-310.33520716001385  C:899.1322416199283  y_true:гипер.  y_pred:гипер.
 A:754.101323900082  B:-671.8001489149028  C:613.976777347819  y_true:эллипс  y_pred:эллипс
 A:-285.5841414188791  B:-759.2688163409263  C:-517.9283276579293  y_true:гипер.  y_pred:гипер.
 A:638.6456894448897  B:-242.41773715199355  C:-438.31716510313765  y_true:гипер.  y_pred:гипер.
 A:635.3307764347716  B:-955.0612816473323  C:-379.6741033995812  y_true:гипер.  y_pred:гипер.
 A:-841.7428699666467  B:893.7573215058121  C:-224.0279724641674  y_true:гипер.  y_pred:гипер.
 A:768.5766142729948  B:-508.02915382143965  C:243.63627497954  y_true:гипер.  y_pred:гипер.
 A:-866.3319035353938  B:612.2585863856411  C:790.2239170641989  y_true:гипер.  y_pred:гипер.
 A:-224.04389341532905  B:-187.68061463386832  C:-783.2896858002318  y_true:эллипс  y_pred:эллипс
 A:280.50473978022495  B:816.2528858955502  C:438.8416053844402  y_true:гипер.  y_pred:гипер.
 A:276.7571799039354  B:32.54690716447462  C:380.5282450040619  y_true:эллипс  y_pred:эллипс
 A:453.71425361094197  B:857.4442797170672  C:-878.3666013997669  y_true:гипер.  y_pred:гипер.
 A:-402.80779973265714  B:480.58075727596884  C:822.6626010386174  y_true:гипер.  y_pred:гипер.
 A:-404.3557360462215  B:-875.6186060930667  C:650.656715737927  y_true:гипер.  y_pred:гипер.
 A:-464.29258704052836  B:-160.7600921943402  C:-215.33025956631468  y_true:эллипс  y_pred:эллипс
 A:910.5264093287508  B:966.4592677929113  C:112.31326023994504  y_true:гипер.  y_pred:гипер.
 A:-91.73927431003048  B:770.2984133527317  C:76.42813781543612  y_true:гипер.  y_pred:гипер.
 A:329.9782872105601  B:-752.9561325739844  C:-389.7407825495973  y_true:гипер.  y_pred:гипер.
 A:191.01298132646627  B:863.4925935014948  C:842.472170455989  y_true:гипер.  y_pred:гипер.
 A:-119.38548177528196  B:418.20438183267504  C:-10.427534022515061  y_true:гипер.  y_pred:гипер.
 A:-297.76882709272144  B:953.5313151807208  C:577.4451305081496  y_true:гипер.  y_pred:гипер.
 A:-806.065471528544  B:361.7119507473996  C:-543.4461234381016  y_true:эллипс  y_pred:эллипс
 A:-764.6260756672023  B:-230.7356246390142  C:-452.6324487476177  y_true:эллипс  y_pred:эллипс
 A:294.07529024587495  B:-388.2521840744122  C:-404.35792197181144  y_true:гипер.  y_pred:гипер.
 A:846.2668564199563  B:-102.77687253764655  C:262.25759381434744  y_true:эллипс  y_pred:эллипс
 A:841.3957858679335  B:32.927281262638886  C:-65.97283510367346  y_true:гипер.  y_pred:гипер.
 A:351.5971946235554  B:455.87858487721  C:-981.1498243995951  y_true:гипер.  y_pred:гипер.
 A:317.3569207120219  B:554.0982953657121  C:-428.6941048937358  y_true:гипер.  y_pred:гипер.
 A:354.3929688975156  B:240.39742730811463  C:-171.4931054790978  y_true:гипер.  y_pred:гипер.
 A:-915.9088950979406  B:-50.71792259684727  C:106.17894117249737  y_true:гипер.  y_pred:гипер.
 A:134.12398655456624  B:-463.55994553123423  C:-83.25077507101142  y_true:гипер.  y_pred:гипер.
 A:819.5637309560291  B:816.2982530892433  C:147.8288334849258  y_true:гипер.  y_pred:гипер.
 A:-876.0795430820798  B:-54.06966043631067  C:-587.9701564466961  y_true:эллипс  y_pred:эллипс
 A:335.4242337888125  B:-272.8107019059962  C:-89.9755755261784  y_true:гипер.  y_pred:гипер.
 A:817.8389693580084  B:911.3060711525893  C:172.29692480884017  y_true:гипер.  y_pred:гипер.
 A:262.6910871045744  B:871.4566028888604  C:797.2291413390125  y_true:гипер.  y_pred:гипер.
 A:513.7062046620815  B:-212.925371944116  C:569.9148829503082  y_true:эллипс  y_pred:эллипс
 A:270.17742581907856  B:544.445740266311  C:-258.03351462695787  y_true:гипер.  y_pred:гипер.
 A:286.8804070553723  B:-152.07744930826794  C:753.1697917180973  y_true:эллипс  y_pred:эллипс
 A:-923.5893775780837  B:-12.553963238463695  C:-624.705981710965  y_true:эллипс  y_pred:эллипс
 A:78.72360655817046  B:41.992576024854955  C:569.1838272855542  y_true:эллипс  y_pred:эллипс
 A:518.0811297868341  B:-616.1736979358163  C:-152.69776049633688  y_true:гипер.  y_pred:гипер.
 A:-848.4418063364694  B:350.1278829392822  C:438.6155442802917  y_true:гипер.  y_pred:гипер.
 A:291.714085981716  B:603.7954975714166  C:912.6899253353967  y_true:гипер.  y_pred:гипер.
 A:835.7528133177937  B:801.1651383080414  C:276.40478335147424  y_true:гипер.  y_pred:гипер.
 A:344.2630012783461  B:654.9155431980638  C:-607.5439093768063  y_true:гипер.  y_pred:гипер.
 A:-854.1212902647133  B:-39.87123173952889  C:578.9095143007034  y_true:гипер.  y_pred:гипер.
 A:-440.0983795815625  B:262.3486241037509  C:584.3032042139312  y_true:гипер.  y_pred:гипер.
 A:-559.4734999022796  B:-199.43184909074964  C:76.09778034953752  y_true:гипер.  y_pred:гипер.
 A:217.77694459670082  B:845.927661174923  C:648.9377313078153  y_true:гипер.  y_pred:гипер.
 A:35.33043052431406  B:205.18622389479034  C:325.85976646863844  y_true:гипер.  y_pred:гипер.
 A:-617.8742613652793  B:-782.0250597638545  C:726.5711741152622  y_true:гипер.  y_pred:гипер.
 A:946.4736789965295  B:-685.2494543210887  C:198.39454443940463  y_true:гипер.  y_pred:гипер.
 A:-305.3450924562271  B:421.5394560189174  C:-640.7817339990473  y_true:эллипс  y_pred:эллипс
 A:-661.312866949322  B:-124.2557970266298  C:-942.4298085217056  y_true:эллипс  y_pred:эллипс
 A:-992.6170857012049  B:294.2550619355975  C:-970.2071649356639  y_true:эллипс  y_pred:эллипс
 A:746.146873637864  B:-536.713219390935  C:-151.35559873589233  y_true:гипер.  y_pred:гипер.
 A:520.3413266759243  B:-458.8598741911478  C:-574.59504334999  y_true:гипер.  y_pred:гипер.
 A:477.0255619128021  B:343.16335619463104  C:227.14437045313952  y_true:гипер.  y_pred:гипер.
 A:-297.01623699917354  B:-649.6647187167546  C:948.5274679648859  y_true:гипер.  y_pred:гипер.
 A:-933.2051074147088  B:-482.0066827416394  C:250.2527893260338  y_true:гипер.  y_pred:гипер.
 A:-902.3123678370226  B:34.61956970454105  C:-991.1708848394373  y_true:эллипс  y_pred:эллипс
 A:-178.78083930480116  B:687.5398105792192  C:622.2452479479425  y_true:гипер.  y_pred:гипер.
 A:561.8962450935647  B:-960.3649404251206  C:963.912917864014  y_true:гипер.  y_pred:гипер.
 A:782.9962062383145  B:294.83911984921417  C:-594.0044817114973  y_true:гипер.  y_pred:гипер.
 A:-600.0317679837224  B:474.92342082419594  C:-905.4355702064582  y_true:эллипс  y_pred:эллипс
 A:-875.9769647245905  B:-463.76071308000724  C:439.723701585319  y_true:гипер.  y_pred:гипер.
 A:-675.0106191898442  B:-761.336646591989  C:133.2295309926148  y_true:гипер.  y_pred:гипер.
 A:993.5367036461163  B:-123.29225533597833  C:981.1406466798322  y_true:эллипс  y_pred:эллипс
 A:385.58883569119496  B:837.218181296274  C:-607.7912308064406  y_true:гипер.  y_pred:гипер.
 A:707.4133733677514  B:-247.15013760817018  C:43.75840783202811  y_true:гипер.  y_pred:гипер.
 A:-740.5755747845302  B:578.5572924546494  C:-625.5127156170705  y_true:эллипс  y_pred:эллипс
 A:-403.47820781052945  B:83.73189853978747  C:-414.448945581835  y_true:эллипс  y_pred:эллипс
 A:-307.7163327957797  B:-669.845264380371  C:766.2165611704312  y_true:гипер.  y_pred:гипер.
 A:-23.376131998112946  B:-391.35772337912476  C:-693.1695601864178  y_true:гипер.  y_pred:гипер.
 A:316.86159193685006  B:-240.90988940917768  C:-991.4615136470451  y_true:гипер.  y_pred:гипер.
 A:398.5050122973424  B:-728.8023234474772  C:-404.61000608156803  y_true:гипер.  y_pred:гипер.
 A:-876.7104881421111  B:-880.5160708661404  C:-811.1683173857143  y_true:гипер.  y_pred:гипер.
 A:-545.2974396202324  B:116.49934782292792  C:-944.0214186515436  y_true:эллипс  y_pred:эллипс
 A:-967.6918272122718  B:955.6591158419336  C:643.5458902332516  y_true:гипер.  y_pred:гипер.
 A:119.70677599081236  B:-280.370241023381  C:500.7170585449512  y_true:гипер.  y_pred:гипер.
 A:-878.2216386514658  B:-44.958305657228024  C:-975.7714629750786  y_true:эллипс  y_pred:эллипс
 A:-755.5266857398757  B:-558.1005085414232  C:243.69118358558129  y_true:гипер.  y_pred:гипер.
 A:-868.1713295437814  B:-125.07926772660993  C:-617.4256953200894  y_true:эллипс  y_pred:эллипс
 A:-637.9039478865542  B:785.4018592638092  C:694.2486933393219  y_true:гипер.  y_pred:гипер.
 A:-36.22434918290196  B:-802.7844568301203  C:709.9131988098073  y_true:гипер.  y_pred:гипер.
 A:-912.8485220193941  B:-82.21059960243005  C:-953.0236768422242  y_true:эллипс  y_pred:эллипс
 A:-724.8582237223546  B:750.3294489900117  C:-496.9625306804948  y_true:гипер.  y_pred:гипер.
 A:-801.3105977522705  B:327.1725507847074  C:512.4339961017346  y_true:гипер.  y_pred:гипер.
 A:-253.19663536652536  B:303.2420120206458  C:921.3344770726968  y_true:гипер.  y_pred:гипер.
 A:-299.02308516177567  B:779.7807029533748  C:126.05200664948768  y_true:гипер.  y_pred:гипер.
 A:-850.2815545068149  B:-907.0933567320413  C:-762.1820190113195  y_true:гипер.  y_pred:гипер.
 A:-769.5212147990769  B:-939.4465436342185  C:-997.5993973592283  y_true:гипер.  y_pred:гипер.
 A:442.3554481774505  B:893.0203030295874  C:560.6408889560248  y_true:гипер.  y_pred:гипер.
 A:-563.7118005969877  B:-842.9087267929909  C:-613.5496305006969  y_true:гипер.  y_pred:гипер.
 A:687.4871329563996  B:511.1644840898355  C:238.26971504785655  y_true:гипер.  y_pred:гипер.
 A:909.3414614857152  B:-824.4865958014083  C:-999.0091241851784  y_true:гипер.  y_pred:гипер.
 A:668.9556949915008  B:-383.01463644570146  C:642.8571758980705  y_true:эллипс  y_pred:эллипс
 A:-998.2179010415424  B:-268.10705754998867  C:63.16128798641052  y_true:гипер.  y_pred:гипер.
 A:-479.2053104650156  B:524.5798984270363  C:-962.0308012137266  y_true:эллипс  y_pred:эллипс
 A:468.56682169454666  B:-998.6197796737644  C:326.7879762693817  y_true:гипер.  y_pred:гипер.
 A:-98.45695563209955  B:-479.4481692647885  C:675.9833034315261  y_true:гипер.  y_pred:гипер.
 A:-999.5773275498898  B:-600.2227057869567  C:-771.0103386731306  y_true:эллипс  y_pred:эллипс
 A:272.7915299727477  B:779.8362779662554  C:-541.1854044659812  y_true:гипер.  y_pred:гипер.
 A:435.54740303664573  B:730.0683743774094  C:480.81237063880013  y_true:гипер.  y_pred:гипер.
 A:478.56567453891506  B:141.65058444738477  C:146.69730400260272  y_true:эллипс  y_pred:эллипс
 A:-747.2867147109852  B:-350.28814872225024  C:-137.83679761187594  y_true:гипер.  y_pred:гипер.
 A:-54.36025528434163  B:799.9410158325451  C:992.2870322447612  y_true:гипер.  y_pred:гипер.
 A:815.6087369611555  B:566.936224584663  C:-904.4057046422081  y_true:гипер.  y_pred:гипер.
 A:500.32094578342947  B:-653.9788029640833  C:-162.35430918209093  y_true:гипер.  y_pred:гипер.
 A:-290.86232923271837  B:-113.81413358255999  C:769.1433773587329  y_true:гипер.  y_pred:гипер.
 A:-751.352327549385  B:489.358136366443  C:150.80871501682248  y_true:гипер.  y_pred:гипер.
 A:-201.54165011703662  B:619.4664238139537  C:-74.21863149052554  y_true:гипер.  y_pred:гипер.
 A:-133.7219772696785  B:-20.773906776679006  C:485.44056180275464  y_true:гипер.  y_pred:гипер.
 A:-422.2592606009268  B:-891.2168757545136  C:-265.407197062397  y_true:гипер.  y_pred:гипер.
 A:166.52028298941858  B:-151.04035347097943  C:-584.4203727933524  y_true:гипер.  y_pred:гипер.
 A:607.1592017473448  B:143.24814966154565  C:-541.7017902804893  y_true:гипер.  y_pred:гипер.
 A:-397.43728936845747  B:-63.674575739455896  C:-456.39896574592154  y_true:эллипс  y_pred:эллипс
 A:931.3133803011604  B:-103.11618991160887  C:-763.4638986051585  y_true:гипер.  y_pred:гипер.
 A:-447.8057592300602  B:519.1691891024599  C:-26.57597610299667  y_true:гипер.  y_pred:гипер.
 A:463.73099921949023  B:-77.99508946545286  C:-887.1718070291467  y_true:гипер.  y_pred:гипер.
 A:780.483483298771  B:-999.040861761696  C:601.3736741115246  y_true:гипер.  y_pred:гипер.
 A:-389.3909318589506  B:-213.6532667390889  C:-810.2511892878534  y_true:эллипс  y_pred:эллипс
 A:-31.708020922248004  B:973.5586151571927  C:-127.45552801486393  y_true:гипер.  y_pred:гипер.
 A:-542.2232664378339  B:515.2696388684979  C:-708.9834773913279  y_true:эллипс  y_pred:эллипс
 A:61.115653880798874  B:578.2580152508737  C:137.66998955042874  y_true:гипер.  y_pred:гипер.
 A:482.1298174736055  B:361.069424126625  C:585.7947141950679  y_true:эллипс  y_pred:эллипс
 A:-153.16051102923822  B:-273.527423444947  C:-24.738064824089356  y_true:гипер.  y_pred:гипер.
 A:-644.4169312584403  B:537.6149721422638  C:-366.1058662750738  y_true:гипер.  y_pred:гипер.
 A:-682.077270160449  B:786.3015511355156  C:277.17487531911166  y_true:гипер.  y_pred:гипер.
 A:-586.1771223165026  B:-779.1502490954952  C:340.1385612904908  y_true:гипер.  y_pred:гипер.
 A:-387.03992425049984  B:315.91500294845633  C:300.0881982101804  y_true:гипер.  y_pred:гипер.
 A:-553.3245302803999  B:867.6540387275868  C:-482.13327490166955  y_true:гипер.  y_pred:гипер.
 A:-814.5508271719519  B:921.3630466001581  C:-618.8671490707056  y_true:гипер.  y_pred:гипер.
 A:-927.7454057205327  B:-532.9747833169216  C:-735.2555954483169  y_true:эллипс  y_pred:эллипс
 A:282.63223579112815  B:-271.15225142462896  C:-178.82568937663933  y_true:гипер.  y_pred:гипер.
 A:10.90944201912114  B:847.1870950096654  C:-369.95101579512203  y_true:гипер.  y_pred:гипер.
 A:-61.32668958277354  B:-706.5637860315927  C:714.7362262863666  y_true:гипер.  y_pred:гипер.
 A:253.5534980315608  B:-875.6947979693912  C:-182.77203096770833  y_true:гипер.  y_pred:гипер.
 A:52.751676878036946  B:221.2893032354071  C:243.51954770212302  y_true:гипер.  y_pred:гипер.
 A:-770.7326649904509  B:570.8940973379468  C:-333.32225632977554  y_true:гипер.  y_pred:гипер.
 A:-688.1666777067652  B:-279.9564543445687  C:-473.61126578263566  y_true:эллипс  y_pred:эллипс
 A:354.1209060492119  B:322.278246258628  C:909.0114920358272  y_true:эллипс  y_pred:эллипс
 A:-264.41184753229095  B:450.56051325600066  C:-313.17855688133676  y_true:гипер.  y_pred:гипер.
 A:379.5613640109357  B:845.2995670452692  C:954.7272286283512  y_true:гипер.  y_pred:гипер.
 A:866.5291972270479  B:202.46626539617174  C:-197.46740459478352  y_true:гипер.  y_pred:гипер.
 A:-354.66050819563156  B:-233.27847732106076  C:593.6678447651724  y_true:гипер.  y_pred:гипер.
 A:506.0783552184687  B:-664.9408626618065  C:188.91832877464165  y_true:гипер.  y_pred:гипер.
 A:345.5963516447382  B:-190.8235525221671  C:593.3783557502776  y_true:эллипс  y_pred:эллипс
 A:-134.03034592736395  B:68.09989267783556  C:-527.1991140296801  y_true:эллипс  y_pred:эллипс
 A:604.6653864174589  B:585.3359534164706  C:213.14210082196206  y_true:гипер.  y_pred:гипер.
 A:882.3908920029227  B:649.5559194336194  C:-485.0406803534466  y_true:гипер.  y_pred:гипер.
 A:-625.679760023943  B:840.8279519767794  C:-260.5919346651517  y_true:гипер.  y_pred:гипер.
 A:739.0848320598747  B:-618.0378411341578  C:-72.08882554171625  y_true:гипер.  y_pred:гипер.
 A:426.4516709574604  B:-639.1883790493309  C:150.1091049776353  y_true:гипер.  y_pred:гипер.
 A:-841.1639888565243  B:868.1228909099387  C:233.92749369905053  y_true:гипер.  y_pred:гипер.
 A:-889.1507626556312  B:327.60381535749474  C:-326.4367220258746  y_true:эллипс  y_pred:эллипс
 A:730.6562812765487  B:-729.2690592873176  C:-213.79489556939225  y_true:гипер.  y_pred:гипер.
 A:926.2141668810815  B:-31.939547633157204  C:272.278612865231  y_true:эллипс  y_pred:эллипс
 A:887.9952735066898  B:-428.25428975950365  C:470.36868600562485  y_true:эллипс  y_pred:эллипс
 A:-646.6614796357233  B:-481.9038033384373  C:-309.9160726306234  y_true:гипер.  y_pred:гипер.
 A:-690.7302116060712  B:86.53977605298313  C:305.57765800591596  y_true:гипер.  y_pred:гипер.
 A:917.7825950430456  B:928.6003286264408  C:974.9313702019838  y_true:эллипс  y_pred:гипер.
 A:637.6676793767233  B:468.2101453017822  C:477.535481786411  y_true:эллипс  y_pred:эллипс
 A:466.35054294837363  B:280.1328624647532  C:-357.48058334122715  y_true:гипер.  y_pred:гипер.
 A:720.9591829005311  B:-712.3903093498556  C:-127.25881246587134  y_true:гипер.  y_pred:гипер.
 A:-198.43076609306064  B:-46.772980964621794  C:540.7674060242049  y_true:гипер.  y_pred:гипер.
 A:905.3156561700284  B:886.8254191771882  C:24.422248717662185  y_true:гипер.  y_pred:гипер.
 A:365.7561389931563  B:-611.3381216317133  C:-615.7097432050545  y_true:гипер.  y_pred:гипер.
 A:724.9882491766429  B:-92.11440075909971  C:-951.916633014902  y_true:гипер.  y_pred:гипер.
 A:699.1962317026328  B:-286.22234881105356  C:693.5029485217322  y_true:эллипс  y_pred:эллипс
 A:-427.84627724092195  B:25.854018036366  C:48.28247713124312  y_true:гипер.  y_pred:гипер.
 A:-43.12574381105638  B:-634.3929140131619  C:422.2128357069517  y_true:гипер.  y_pred:гипер.
 A:-964.1543811409595  B:102.76417887681077  C:-221.99976235113317  y_true:эллипс  y_pred:эллипс
 A:-402.1143148684669  B:449.302123034415  C:-280.23241013887247  y_true:гипер.  y_pred:гипер.
 A:-86.73424468941771  B:-32.982404436358024  C:245.51857568413783  y_true:гипер.  y_pred:гипер.
 A:669.2133678523267  B:-340.39001032706204  C:644.3578706821278  y_true:эллипс  y_pred:эллипс
 A:745.4216608794982  B:825.2117687979943  C:980.8128896509  y_true:эллипс  y_pred:эллипс
 A:-42.069165220431245  B:408.3858554816078  C:796.3956941075874  y_true:гипер.  y_pred:гипер.
 A:373.8502284980236  B:-399.9723027358078  C:137.5032716830913  y_true:гипер.  y_pred:гипер.
 A:-337.85778726559926  B:-232.17116912121293  C:456.0326153880927  y_true:гипер.  y_pred:гипер.
 A:-353.87800847649896  B:962.2668354392978  C:-149.297251877466  y_true:гипер.  y_pred:гипер.
 A:591.2080263889545  B:148.1928466843865  C:-771.9864187005081  y_true:гипер.  y_pred:гипер.
 A:897.9842828311395  B:-16.357247686462184  C:-668.0733313860461  y_true:гипер.  y_pred:гипер.
 A:60.52561104190302  B:-294.1000365712172  C:-326.55442488485085  y_true:гипер.  y_pred:гипер.
 A:761.7222498741962  B:-849.2497028899232  C:823.7682959419575  y_true:гипер.  y_pred:гипер.
 A:237.0128440928776  B:696.590652251707  C:519.7204241029776  y_true:гипер.  y_pred:гипер.
 A:-400.93387535670024  B:575.0779059072169  C:-358.73337398060426  y_true:гипер.  y_pred:гипер.
 A:-440.5221253016138  B:-839.6083435089982  C:-378.04536124450226  y_true:гипер.  y_pred:гипер.
 A:-837.041012733832  B:237.66217692548543  C:405.91405096397693  y_true:гипер.  y_pred:гипер.
 A:566.2929840419728  B:-463.9372336984322  C:20.870105650970807  y_true:гипер.  y_pred:гипер.
 A:626.0041827890205  B:-494.0703806143827  C:-126.90802074366769  y_true:гипер.  y_pred:гипер.
 A:-896.6096011164866  B:682.5252371705162  C:-313.291140147917  y_true:гипер.  y_pred:гипер.
 A:-101.73457209238722  B:-756.9733080055307  C:918.3396698491042  y_true:гипер.  y_pred:гипер.
 A:656.2671013607195  B:-521.2167082032865  C:56.45250177608685  y_true:гипер.  y_pred:гипер.
 A:102.74851577601952  B:-998.3136187670243  C:174.96869364265334  y_true:гипер.  y_pred:гипер.
 A:887.4026722754402  B:732.9503899371061  C:-370.70936475941306  y_true:гипер.  y_pred:гипер.
 A:-951.0436087938369  B:-418.0060798819274  C:-126.8300658788415  y_true:гипер.  y_pred:гипер.
 A:563.3955119974601  B:-676.2027289368596  C:371.9192396212432  y_true:гипер.  y_pred:гипер.
 A:-904.4367948796881  B:-364.3776827564162  C:-823.9437829612112  y_true:эллипс  y_pred:эллипс
 A:-691.5262709066851  B:-367.3996382948359  C:-214.5640467302159  y_true:эллипс  y_pred:эллипс
 A:142.32472087139115  B:622.8497034843343  C:-881.9762684151577  y_true:гипер.  y_pred:гипер.
 A:509.414703359085  B:280.2350076099769  C:649.1249724717578  y_true:эллипс  y_pred:эллипс
 A:-873.2582094445592  B:-233.71989296029838  C:-71.44166203789881  y_true:эллипс  y_pred:эллипс
 A:302.2236705473786  B:-115.64344248717128  C:69.34357725771645  y_true:эллипс  y_pred:эллипс
 A:-504.55465101356924  B:-23.0023330901985  C:-687.0380124268256  y_true:эллипс  y_pred:эллипс
 A:-322.56335695978436  B:259.01367396434097  C:94.80641500991749  y_true:гипер.  y_pred:гипер.
 A:941.3684708076117  B:-846.8405878704752  C:-765.0146396210951  y_true:гипер.  y_pred:гипер.
 A:-190.71656912241818  B:452.62813525992306  C:704.7713981792893  y_true:гипер.  y_pred:гипер.
 A:-633.7572292817741  B:340.81220408970415  C:-244.9844139135886  y_true:эллипс  y_pred:эллипс
 A:560.1376712615862  B:-278.0502970544272  C:305.9251136698256  y_true:эллипс  y_pred:эллипс
 A:574.0671495306107  B:-934.5876928058727  C:-949.8914599246566  y_true:гипер.  y_pred:гипер.
 A:782.2831467007356  B:-879.2630810788269  C:34.68782210544163  y_true:гипер.  y_pred:гипер.
 A:163.89772688453718  B:840.9012669250176  C:-166.33842906644423  y_true:гипер.  y_pred:гипер.
 A:-464.3745986523131  B:517.0385981854984  C:115.7491028093658  y_true:гипер.  y_pred:гипер.
 A:390.63197253112844  B:-705.9388290685511  C:-911.9230189819625  y_true:гипер.  y_pred:гипер.
 A:-210.16098777065895  B:119.16394975058498  C:-869.2681701695888  y_true:эллипс  y_pred:эллипс
 A:326.08656419693307  B:-220.92363944389314  C:0.8849071476406678  y_true:гипер.  y_pred:гипер.
 A:322.6771916809128  B:-338.77241307481063  C:-128.37037406474883  y_true:гипер.  y_pred:гипер.
 A:-719.4315242709044  B:-222.30068980306794  C:-223.10721168182624  y_true:эллипс  y_pred:эллипс
 A:167.66901488632868  B:-428.2692211326353  C:-613.6294695258684  y_true:гипер.  y_pred:гипер.
 A:550.3476104449098  B:53.25705827091953  C:331.18662256485834  y_true:эллипс  y_pred:эллипс
 A:-635.6236703730516  B:747.1696954438578  C:820.5787465694834  y_true:гипер.  y_pred:гипер.
 A:-731.3001577183531  B:69.34959551154441  C:-606.519930584921  y_true:эллипс  y_pred:эллипс
 A:864.1264620475282  B:-174.1434334236005  C:-215.8845531274054  y_true:гипер.  y_pred:гипер.
 A:44.3703620683269  B:337.2935670807993  C:-339.9421652167223  y_true:гипер.  y_pred:гипер.
 A:515.0909156977144  B:-961.5465711517442  C:-143.5805481705912  y_true:гипер.  y_pred:гипер.
 A:807.2375840991748  B:-171.48766966099947  C:122.48092030497459  y_true:эллипс  y_pred:эллипс
 A:-278.48192682740415  B:-681.4715023569553  C:-539.1356396823128  y_true:гипер.  y_pred:гипер.
 A:951.40672601934  B:805.217960543297  C:534.0583869385014  y_true:гипер.  y_pred:гипер.
 A:242.93991524313242  B:538.7076189921268  C:-219.67428076040864  y_true:гипер.  y_pred:гипер.
 A:333.8945722225419  B:866.085728177963  C:-560.3554282097558  y_true:гипер.  y_pred:гипер.
 A:-355.0942271200299  B:520.5080742271466  C:-729.2732937466027  y_true:гипер.  y_pred:гипер.
 A:-966.5621712857682  B:-643.3754831418623  C:979.9325787756412  y_true:гипер.  y_pred:гипер.
 A:-743.8131863218373  B:734.6091234218952  C:282.79889925814336  y_true:гипер.  y_pred:гипер.
 A:230.8313474915482  B:861.2327766945265  C:867.2304641453547  y_true:гипер.  y_pred:гипер.
 A:-198.6777028401854  B:312.33788592759447  C:793.7717563558335  y_true:гипер.  y_pred:гипер.
 A:119.38982864203184  B:-746.4333776095549  C:198.24454507044885  y_true:гипер.  y_pred:гипер.
 A:431.3337025932966  B:950.8672837528171  C:707.6125091843959  y_true:гипер.  y_pred:гипер.
 A:-889.7729027244951  B:-905.6742242328539  C:333.982749819475  y_true:гипер.  y_pred:гипер.
 A:923.0083812464569  B:-162.2073370409418  C:301.0173363072743  y_true:эллипс  y_pred:эллипс
 A:97.0367953321094  B:-524.9297247746125  C:-411.5936929507351  y_true:гипер.  y_pred:гипер.
 A:797.304970752242  B:-725.9809300263762  C:-84.3658978047459  y_true:гипер.  y_pred:гипер.
 A:384.5242657680119  B:999.0522024955533  C:37.18043373567315  y_true:гипер.  y_pred:гипер.
 A:651.5244006793981  B:461.97341177076987  C:220.25949123826427  y_true:гипер.  y_pred:гипер.
 A:740.6202274636296  B:-787.2711841145243  C:805.659655541511  y_true:гипер.  y_pred:гипер.
 A:929.3372982289827  B:692.11817342742  C:-369.1127854105498  y_true:гипер.  y_pred:гипер.
 A:-764.5211835321747  B:509.755518824407  C:891.7951568569742  y_true:гипер.  y_pred:гипер.
 A:702.5773973272998  B:-256.24873927717283  C:-584.1333708356458  y_true:гипер.  y_pred:гипер.
 A:706.9005027723348  B:981.1768948915676  C:425.5416575063016  y_true:гипер.  y_pred:гипер.
 A:382.98299535962377  B:250.45343582016378  C:-440.8717264903399  y_true:гипер.  y_pred:гипер.
 A:402.1407300207271  B:-825.1106730312663  C:-246.17505734642253  y_true:гипер.  y_pred:гипер.
 A:-862.465568364237  B:582.7039002997276  C:973.4658541961279  y_true:гипер.  y_pred:гипер.
 A:-318.5584783229898  B:988.2772886573173  C:-603.336146426222  y_true:гипер.  y_pred:гипер.
 A:529.8121692125503  B:-291.9602932487153  C:855.267447818661  y_true:эллипс  y_pred:эллипс
 A:-3.117439436248537  B:-953.1605908815249  C:-565.4343645579305  y_true:гипер.  y_pred:гипер.
 A:-650.1042901727827  B:999.6835498333212  C:166.53501655469282  y_true:гипер.  y_pred:гипер.
 A:-10.09434437759027  B:-100.04400413282522  C:-859.7429161691394  y_true:гипер.  y_pred:гипер.
 A:900.3457232029338  B:-402.46665928889234  C:313.9763968203424  y_true:эллипс  y_pred:эллипс
 A:704.1650210994545  B:-505.0701652438736  C:611.1836593476589  y_true:эллипс  y_pred:эллипс
 A:-760.6345002951205  B:-608.670654522778  C:393.85343007751317  y_true:гипер.  y_pred:гипер.
 A:-792.5313610370271  B:-351.0150726731356  C:-366.5821004628147  y_true:эллипс  y_pred:эллипс
 A:118.67281885239889  B:855.0794002785386  C:60.40873179539719  y_true:гипер.  y_pred:гипер.
 A:-744.5822427891844  B:753.4251207994736  C:78.3687864243896  y_true:гипер.  y_pred:гипер.
 A:-257.7511076558663  B:712.237524391225  C:-499.48209355979634  y_true:гипер.  y_pred:гипер.
 A:-108.68661100796362  B:-602.379713396644  C:-933.205649208497  y_true:гипер.  y_pred:гипер.
 A:724.1435222426627  B:-234.05723425681634  C:-144.72943666058248  y_true:гипер.  y_pred:гипер.
